[ Valid | 001/300 ] loss = 2.30717, acc = 0.19972 -> best
[ Valid | 047/300 ] loss = 1.01491, acc = 0.65616
[ Valid | 048/300 ] loss = 1.07908, acc = 0.63572
[ Valid | 049/300 ] loss = 1.00549, acc = 0.66188
[ Valid | 050/300 ] loss = 0.96520, acc = 0.68198
[ Valid | 051/300 ] loss = 0.97051, acc = 0.67148
[ Valid | 052/300 ] loss = 0.95991, acc = 0.68104
[ Valid | 053/300 ] loss = 0.92525, acc = 0.68795
[ Valid | 054/300 ] loss = 0.87647, acc = 0.70963 -> best
[ Valid | 055/300 ] loss = 0.83484, acc = 0.72269 -> best
[ Valid | 056/300 ] loss = 0.82704, acc = 0.72200
[ Valid | 057/300 ] loss = 0.81682, acc = 0.72923 -> best
[ Valid | 058/300 ] loss = 0.80591, acc = 0.73527 -> best
[ Valid | 059/300 ] loss = 0.79951, acc = 0.73316
[ Valid | 060/300 ] loss = 0.80004, acc = 0.73289
[ Valid | 061/300 ] loss = 1.24513, acc = 0.60232
[ Valid | 062/300 ] loss = 1.14143, acc = 0.63179
[ Valid | 063/300 ] loss = 1.20369, acc = 0.60472
[ Valid | 064/300 ] loss = 1.12337, acc = 0.63414
[ Valid | 065/300 ] loss = 1.23920, acc = 0.61257
[ Valid | 066/300 ] loss = 0.97396, acc = 0.68775
[ Valid | 067/300 ] loss = 1.04884, acc = 0.66392
[ Valid | 068/300 ] loss = 0.97366, acc = 0.67750
[ Valid | 069/300 ] loss = 1.08188, acc = 0.64674
[ Valid | 070/300 ] loss = 0.93235, acc = 0.68891
[ Valid | 071/300 ] loss = 0.87574, acc = 0.70788
[ Valid | 072/300 ] loss = 0.89220, acc = 0.71059
[ Valid | 073/300 ] loss = 0.82596, acc = 0.72862
[ Valid | 074/300 ] loss = 0.81937, acc = 0.72977
[ Valid | 075/300 ] loss = 0.83600, acc = 0.73344
[ Valid | 076/300 ] loss = 0.78362, acc = 0.74732 -> best
[ Valid | 077/300 ] loss = 0.75722, acc = 0.75390 -> best
[ Valid | 078/300 ] loss = 0.76090, acc = 0.75087
[ Valid | 079/300 ] loss = 0.75244, acc = 0.75507 -> best
[ Valid | 080/300 ] loss = 0.75376, acc = 0.75300
[ Valid | 081/300 ] loss = 1.33779, acc = 0.60060
[ Valid | 082/300 ] loss = 1.10062, acc = 0.65101
[ Valid | 083/300 ] loss = 1.04340, acc = 0.65674
[ Valid | 084/300 ] loss = 1.27224, acc = 0.61036
[ Valid | 085/300 ] loss = 1.82542, acc = 0.47112
[ Valid | 086/300 ] loss = 1.04955, acc = 0.65800
[ Valid | 087/300 ] loss = 1.12147, acc = 0.65041
[ Valid | 088/300 ] loss = 0.93583, acc = 0.68201
[ Valid | 089/300 ] loss = 0.91982, acc = 0.70372
[ Valid | 090/300 ] loss = 0.91082, acc = 0.70242
[ Valid | 091/300 ] loss = 0.90625, acc = 0.70908
[ Valid | 092/300 ] loss = 0.83683, acc = 0.72683
[ Valid | 093/300 ] loss = 0.79539, acc = 0.75031
[ Valid | 094/300 ] loss = 0.77665, acc = 0.75570 -> best
[ Valid | 095/300 ] loss = 0.79643, acc = 0.74571
[ Valid | 096/300 ] loss = 0.75795, acc = 0.76059 -> best
[ Valid | 097/300 ] loss = 0.73553, acc = 0.76475 -> best
[ Valid | 098/300 ] loss = 0.73626, acc = 0.76198
[ Valid | 099/300 ] loss = 0.73549, acc = 0.76654 -> best
[ Valid | 100/300 ] loss = 0.73579, acc = 0.76474
[ Valid | 101/300 ] loss = 1.35572, acc = 0.62542
[ Valid | 102/300 ] loss = 1.12841, acc = 0.64506
[ Valid | 103/300 ] loss = 0.99397, acc = 0.68290
[ Valid | 104/300 ] loss = 1.31956, acc = 0.60953
[ Valid | 105/300 ] loss = 1.08260, acc = 0.65075
[ Valid | 106/300 ] loss = 1.26329, acc = 0.62421
[ Valid | 107/300 ] loss = 1.02376, acc = 0.68923
[ Valid | 108/300 ] loss = 1.28103, acc = 0.62453
[ Valid | 109/300 ] loss = 0.81272, acc = 0.74826
[ Valid | 110/300 ] loss = 0.82144, acc = 0.73770
[ Valid | 111/300 ] loss = 0.86471, acc = 0.73287
[ Valid | 112/300 ] loss = 0.79014, acc = 0.74972
[ Valid | 113/300 ] loss = 0.83143, acc = 0.74365
[ Valid | 114/300 ] loss = 0.77249, acc = 0.75784
[ Valid | 115/300 ] loss = 0.74784, acc = 0.76713 -> best
[ Valid | 116/300 ] loss = 0.75859, acc = 0.77250 -> best
[ Valid | 117/300 ] loss = 0.73427, acc = 0.77373 -> best
[ Valid | 118/300 ] loss = 0.74382, acc = 0.76812
[ Valid | 119/300 ] loss = 0.73762, acc = 0.77523 -> best
[ Valid | 120/300 ] loss = 0.73475, acc = 0.77559 -> best
[ Valid | 121/300 ] loss = 1.13965, acc = 0.66308
[ Valid | 122/300 ] loss = 1.29939, acc = 0.62937
[ Valid | 123/300 ] loss = 0.96529, acc = 0.70392
[ Valid | 124/300 ] loss = 0.94740, acc = 0.71330
[ Valid | 125/300 ] loss = 1.01074, acc = 0.69682
[ Valid | 126/300 ] loss = 0.90925, acc = 0.71622
[ Valid | 127/300 ] loss = 0.92839, acc = 0.71333
[ Valid | 128/300 ] loss = 0.97398, acc = 0.71511
[ Valid | 129/300 ] loss = 0.85858, acc = 0.74012
[ Valid | 130/300 ] loss = 0.87665, acc = 0.73920
[ Valid | 131/300 ] loss = 0.82507, acc = 0.75004
[ Valid | 132/300 ] loss = 0.77517, acc = 0.76200
[ Valid | 133/300 ] loss = 0.78659, acc = 0.75970
[ Valid | 134/300 ] loss = 0.76677, acc = 0.76260
[ Valid | 135/300 ] loss = 0.75690, acc = 0.77341
[ Valid | 136/300 ] loss = 0.74579, acc = 0.77491
[ Valid | 137/300 ] loss = 0.71869, acc = 0.77948 -> best
[ Valid | 138/300 ] loss = 0.72436, acc = 0.77853
[ Valid | 139/300 ] loss = 0.72789, acc = 0.77952 -> best
[ Valid | 140/300 ] loss = 0.72368, acc = 0.78163 -> best
[ Valid | 141/300 ] loss = 1.35739, acc = 0.62665
[ Valid | 142/300 ] loss = 1.13299, acc = 0.67751
[ Valid | 143/300 ] loss = 0.99206, acc = 0.71664
[ Valid | 144/300 ] loss = 1.00114, acc = 0.70545
[ Valid | 145/300 ] loss = 1.00276, acc = 0.68801
[ Valid | 146/300 ] loss = 0.95248, acc = 0.71036
[ Valid | 147/300 ] loss = 1.00950, acc = 0.70491
[ Valid | 148/300 ] loss = 0.86476, acc = 0.73525
[ Valid | 149/300 ] loss = 0.86988, acc = 0.74032
[ Valid | 150/300 ] loss = 0.83572, acc = 0.75331
[ Valid | 151/300 ] loss = 0.87585, acc = 0.75178
[ Valid | 152/300 ] loss = 0.81987, acc = 0.75967
[ Valid | 153/300 ] loss = 0.84550, acc = 0.76839
[ Valid | 154/300 ] loss = 0.80304, acc = 0.76654
[ Valid | 155/300 ] loss = 0.77780, acc = 0.77008
[ Valid | 156/300 ] loss = 0.77673, acc = 0.78068
[ Valid | 157/300 ] loss = 0.76237, acc = 0.78488 -> best
[ Valid | 158/300 ] loss = 0.76716, acc = 0.78251
[ Valid | 159/300 ] loss = 0.75568, acc = 0.78494 -> best
[ Valid | 160/300 ] loss = 0.76352, acc = 0.78462
[ Valid | 161/300 ] loss = 1.09291, acc = 0.69973
[ Valid | 162/300 ] loss = 1.32865, acc = 0.66007
[ Valid | 163/300 ] loss = 0.93913, acc = 0.72737
[ Valid | 164/300 ] loss = 0.89972, acc = 0.73798
[ Valid | 165/300 ] loss = 1.07463, acc = 0.71039
[ Valid | 166/300 ] loss = 1.01961, acc = 0.71725
[ Valid | 167/300 ] loss = 0.96327, acc = 0.72272
[ Valid | 168/300 ] loss = 0.99291, acc = 0.71631
[ Valid | 169/300 ] loss = 0.87886, acc = 0.74873
[ Valid | 170/300 ] loss = 0.87747, acc = 0.75780
[ Valid | 171/300 ] loss = 0.81766, acc = 0.77102
[ Valid | 172/300 ] loss = 0.83585, acc = 0.76564
[ Valid | 173/300 ] loss = 0.80387, acc = 0.77369
[ Valid | 174/300 ] loss = 0.82526, acc = 0.77533
[ Valid | 175/300 ] loss = 0.80242, acc = 0.78102
[ Valid | 176/300 ] loss = 0.78124, acc = 0.78549 -> best
[ Valid | 177/300 ] loss = 0.78369, acc = 0.78402
[ Valid | 178/300 ] loss = 0.77607, acc = 0.78825 -> best
[ Valid | 179/300 ] loss = 0.76697, acc = 0.79062 -> best
[ Valid | 180/300 ] loss = 0.77569, acc = 0.79126 -> best
[ Valid | 181/300 ] loss = 1.45759, acc = 0.65554
[ Valid | 182/300 ] loss = 1.05564, acc = 0.69968
[ Valid | 183/300 ] loss = 1.01215, acc = 0.72105
[ Valid | 184/300 ] loss = 0.97894, acc = 0.72660
[ Valid | 185/300 ] loss = 0.95005, acc = 0.73608
[ Valid | 186/300 ] loss = 1.04098, acc = 0.70639
[ Valid | 187/300 ] loss = 1.00698, acc = 0.72855
[ Valid | 188/300 ] loss = 0.94461, acc = 0.74669
[ Valid | 189/300 ] loss = 0.82825, acc = 0.77136
[ Valid | 190/300 ] loss = 0.85335, acc = 0.76806
[ Valid | 191/300 ] loss = 0.89586, acc = 0.76631
[ Valid | 192/300 ] loss = 0.89001, acc = 0.76863
[ Valid | 193/300 ] loss = 0.82872, acc = 0.78222
[ Valid | 194/300 ] loss = 0.81918, acc = 0.77794
[ Valid | 195/300 ] loss = 0.79551, acc = 0.78254
[ Valid | 196/300 ] loss = 0.78698, acc = 0.78845
[ Valid | 197/300 ] loss = 0.79107, acc = 0.78817
[ Valid | 198/300 ] loss = 0.78194, acc = 0.78974
[ Valid | 199/300 ] loss = 0.78154, acc = 0.78846
[ Valid | 200/300 ] loss = 0.78603, acc = 0.78876
[ Valid | 201/300 ] loss = 1.28983, acc = 0.68359
